claim_number,age_of_driver,safty_rating,annual_income,living_status,vehicle_category,vehicle_price,fraud
5377,88,67,44758,Own,Compact,44424.91531,1
22761,38,88,36377,Own,Large,15926.818469999998,0
2218,56,63,40251,Own,Compact,27228.39893,0
1291,57,88,40432,Own,Medium,33510.93579,0
2426,46,77,38267,Own,Large,21326.21059,0
21736,34,87,35271,Own,Medium,21780.62247,0
27504,47,85,38518,Rent,Large,30405.17276,1
4643,29,54,33675,Rent,Compact,35488.07516,0
7146,69,40,42346,Rent,Large,49386.92656,0
1586,31,80,34325,Own,Compact,27900.51277,1
3384,64,70,41573,Rent,Compact,11339.85079,1
11798,39,80,36643,Own,Medium,19134.95774,0
26535,49,69,38924,Own,Medium,48634.62113,1
28164,65,83,41735,Rent,Large,22729.70667,0
6442,48,62,38726,Own,Large,8747.178201,0
10095,63,67,41450,Rent,Medium,23407.12853,1
7550,55,88,40069,Rent,Large,16062.10177,0
29245,58,93,40613,Own,Large,27193.97561,0
24344,27,73,32971,Rent,Compact,48028.183860000005,0
25329,53,67,39724,Own,Medium,13081.49996,0
28052,74,70,43054,Own,Large,21074.94251,0
1738,42,83,37375,Own,Large,24410.96853,0
24322,57,90,40427,Rent,Medium,22577.5851,0
778,62,95,41289,Rent,Compact,11508.49679,0
3585,46,31,38271,Rent,Large,7750.377784,0
20619,39,85,36636,Own,Large,6284.369597999999,0
7987,28,77,33333,Rent,Compact,20414.89439,0
22349,61,87,41103,Rent,Medium,12883.51248,0
14666,72,46,42779,Own,Medium,81182.31022999999,1
21190,43,73,37615,Own,Large,9923.575027,0
13689,48,87,38721,Own,Compact,21212.29502,1
4698,56,96,40268,Rent,Medium,29712.24689,0
7910,44,35,37854,Rent,Large,31375.40963,0
3660,22,54,30912,Own,Compact,44943.41495,0
23942,55,83,40098,Rent,Large,18561.94025,0
23170,52,91,39510,Rent,Medium,35610.93549,1
21854,55,72,40064,Rent,Compact,30689.12224,0
11262,27,83,32968,Rent,Medium,17178.49763,0
19960,40,80,36880,Own,Medium,22535.47366,1
24159,40,75,36881,Own,Compact,10155.45078,0
5114,33,94,34970,Rent,Medium,10832.81923,0
7891,52,65,39505,Own,Large,39481.51242,0
3841,48,82,38717,Rent,Large,6654.439265,0
28920,35,64,35561,Rent,Medium,14502.361680000002,0
20380,71,96,42630,Own,Large,12148.77025,1
29008,24,82,31781,Rent,Large,21830.73609,0
26992,62,60,41258,Rent,Medium,11452.82898,0
23163,55,84,40082,Rent,Compact,26096.61814,0
2389,30,96,34013,Own,Medium,23364.93866,0
10990,28,79,33311,Own,Large,27020.81304,0
27497,47,89,38516,Own,Medium,23536.09432,0
20107,66,90,41885,Own,Medium,27045.07507,0
17055,53,75,39693,Own,Large,29739.57539,0
25751,48,9,38722,Rent,Large,9889.150858,0
4386,51,87,39312,Rent,Medium,16031.46448,0
9839,39,49,36646,Own,Compact,17378.79584,0
15143,39,72,36644,Own,Compact,40033.6096,1
14809,39,87,36621,Own,Large,3436.441036,0
12698,27,71,32936,Rent,Compact,19917.49817,0
25683,40,92,36876,Rent,Large,36388.38328,1
8452,34,78,35256,Rent,Compact,41337.91821,0
23114,56,82,40269,Own,Large,11826.87517,0
22227,51,30,39318,Own,Medium,38521.29988,0
21947,48,86,38713,Own,Large,19298.70121,1
27028,46,74,38259,Own,Medium,18412.50962,0
29258,46,85,38277,Rent,Large,8054.831539,1
13436,33,69,34964,Rent,Medium,9674.548198,0
23867,50,77,39121,Rent,Large,9806.561242,0
29988,50,94,39127,Own,Medium,33995.34368,0
22802,39,46,36621,Rent,Compact,28802.88889,1
25185,51,66,39328,Own,Large,11531.85959,0
14914,74,74,43049,Own,Medium,16183.857280000002,0
28894,21,90,30432,Rent,Large,27941.79814,0
8363,47,80,38496,Own,Medium,15478.59673,0
14259,43,66,37604,Own,Medium,18888.58041,1
26013,25,88,32190,Rent,Compact,13297.78003,0
14799,26,74,32596,Rent,Compact,22616.70608,0
21079,29,87,33665,Rent,Compact,21099.41667,0
9204,24,84,31782,Rent,Large,25034.23085,0
7071,34,88,35239,Own,Compact,22333.61947,0
22715,60,67,40933,Rent,Compact,23629.43594,0
5628,42,75,37373,Own,Medium,41136.197680000005,0
5563,53,86,39703,Own,Medium,40819.84142,0
21912,59,83,40774,Rent,Medium,5264.282423,0
5586,71,83,42622,Own,Medium,23793.84729,1
3427,48,70,38699,Rent,Medium,23902.04066,0
19574,53,88,39695,Own,Large,32175.57571,0
27961,35,85,35564,Rent,Compact,21694.69937,0
15627,22,82,30891,Rent,Large,30821.95816,0
5728,58,62,40592,Own,Medium,22210.26629,0
11367,48,57,38735,Own,Large,58240.93135,0
12758,23,73,31356,Rent,Medium,41225.63789,0
7333,44,63,37854,Rent,Compact,14910.880030000002,0
23931,58,86,40608,Own,Compact,40139.19458,0
28816,35,67,35557,Own,Medium,44154.87616,0
11226,52,52,39540,Rent,Compact,33670.7419,0
20452,43,71,37606,Own,Large,15270.07811,0
22145,76,75,43300,Own,Large,15026.56505,0
23841,40,73,36883,Own,Compact,28597.542610000004,0
22820,43,96,37627,Rent,Large,23101.13635,0
237,32,85,34648,Own,Compact,21789.75994,0
24406,47,78,38499,Rent,Large,22388.96728,0
5403,33,79,34970,Own,Large,20245.87842,0
29820,24,92,31772,Rent,Large,27151.12394,0
3368,27,78,32944,Rent,Large,40968.67838,0
2508,25,91,32187,Own,Compact,35826.74234,0
17751,66,60,41907,Rent,Compact,21384.38724,0
23466,66,52,41885,Rent,Compact,5824.160039,0
27674,61,86,41105,Own,Large,12232.85146,0
131,46,93,38302,Rent,Medium,23771.01456,0
22633,53,87,39695,Own,Medium,22459.55521,0
27808,41,53,37124,Rent,Compact,18698.59648,0
12361,44,88,37845,Own,Large,38300.62654,0
9931,62,96,41265,Rent,Medium,22780.95725,0
23036,29,68,33672,Rent,Medium,23450.60777,0
5047,48,94,38701,Own,Compact,10875.46505,0
29201,46,75,38279,Own,Compact,43975.49556,0
9922,63,86,41432,Own,Compact,9208.723797,0
20042,44,81,37852,Rent,Compact,23376.40904,1
15622,60,85,40957,Own,Compact,5232.762695,0
11123,47,94,38498,Rent,Medium,18850.34153,0
13649,27,77,32959,Own,Compact,9532.646956,0
16223,50,77,39116,Rent,Compact,17783.89113,0
4858,45,68,38062,Own,Medium,33241.26755,1
22348,33,76,34983,Own,Large,12411.71616,0
8333,55,71,40053,Rent,Large,8973.11286,0
17798,25,66,32205,Rent,Large,17768.534340000002,0
19734,42,73,37372,Own,Large,41567.98847,1
28569,66,95,41907,Own,Medium,10707.97449,0
5205,49,61,38899,Own,Compact,27781.969,0
186,48,38,38717,Own,Large,18511.4928,0
22343,57,78,40422,Rent,Large,32449.53996,0
13840,44,91,37842,Own,Medium,19899.85983,1
3780,30,83,34008,Rent,Medium,23876.0621,0
18559,37,79,36106,Rent,Large,24107.93079,0
3927,27,72,32961,Rent,Compact,17156.8048,0
16359,31,78,34337,Own,Large,35019.95843,0
17506,50,25,39125,Own,Medium,24121.39859,0
14640,41,96,37137,Own,Compact,37042.38458,0
24218,26,45,32591,Rent,Compact,47124.13078,1
1569,29,80,33666,Own,Medium,11523.69329,0
13457,34,90,35253,Rent,Medium,23844.68079,0
12926,27,70,32974,Rent,Compact,27410.117830000003,0
24460,37,81,36096,Own,Compact,16250.81705,0
25285,27,93,32964,Own,Compact,36084.25884,0
24295,46,66,38283,Own,Compact,36143.21618,0
25849,55,85,40065,Own,Large,18423.78519,0
179,57,73,40419,Own,Medium,16323.05884,1
28922,36,64,35830,Rent,Compact,23913.008380000003,0
7047,39,50,36648,Rent,Compact,20636.21727,0
15128,38,90,36384,Own,Medium,14303.56041,0
14289,39,56,36638,Own,Compact,16785.913,0
11193,53,80,39694,Rent,Compact,12441.59578,0
14337,28,86,33307,Rent,Compact,12967.35626,0
5007,56,32,40245,Own,Large,8187.974729,0
10682,49,41,38911,Own,Medium,21403.63624,0
11941,37,86,36111,Rent,Compact,21215.71349,0
4140,42,64,37383,Own,Compact,34099.60516,0
4192,65,87,41741,Own,Compact,20066.39726,0
28417,28,75,33312,Rent,Compact,44301.52283,0
12107,31,89,34346,Own,Medium,15974.9481,0
3214,24,86,31776,Rent,Medium,12228.97411,0
24474,56,92,40242,Rent,Medium,9726.994593,0
16947,51,91,39325,Own,Medium,14652.02847,0
24204,33,74,34976,Rent,Medium,28837.11688,0
17984,42,91,37365,Own,Compact,20905.03999,0
13517,30,88,34020,Own,Large,27692.81198,0
22859,44,75,37842,Own,Medium,13346.10315,1
5629,45,62,38048,Own,Compact,33017.66998,0
6281,24,60,31789,Rent,Large,16600.582580000002,0
18489,36,81,35835,Own,Large,15585.26211,0
16619,49,77,38920,Rent,Medium,30157.49133,0
29878,50,92,39129,Own,Large,12751.51228,0
760,57,53,40418,Own,Compact,21806.00686,0
9314,30,70,34025,Rent,Compact,12640.91128,0
22110,29,75,33679,Rent,Compact,8751.221007,0
18846,51,62,39315,Own,Medium,15230.24914,0
24134,44,92,37852,Own,Medium,30054.68589,0
12835,42,80,37362,Rent,Large,30780.49459,0
4117,49,79,38931,Own,Medium,34547.49092,0
12349,37,51,36107,Own,Compact,27495.3515,0
5874,48,40,38711,Own,Compact,23379.84405,0
17527,25,66,32195,Own,Compact,14303.86702,0
5668,41,82,37126,Own,Large,11057.88968,1
6157,45,75,38059,Own,Compact,17770.73974,0
26145,39,81,36628,Rent,Large,24798.28186,1
197,41,84,37138,Own,Medium,16976.0845,0
25964,35,83,35535,Rent,Medium,12756.22833,0
1881,31,71,34330,Rent,Medium,22210.80377,0
6255,46,88,38288,Rent,Compact,13646.69313,0
24019,38,86,36386,Own,Large,12600.49358,0
26451,58,61,40605,Rent,Medium,9043.288093,0
11289,28,84,33319,Rent,Medium,21176.22302,0
3063,36,73,35839,Own,Medium,7417.942197,1
6402,63,47,41425,Own,Compact,16322.4924,0
13252,44,19,37852,Rent,Compact,13241.05625,1
19595,73,77,42888,Rent,Medium,11920.61755,0
16150,25,63,32195,Rent,Compact,17852.912969999998,0
7671,58,77,40590,Rent,Compact,18616.10405,0
20351,54,89,39894,Own,Compact,11158.49294,0
4560,33,66,34955,Rent,Compact,4983.29886,0
9782,50,55,39114,Rent,Large,14655.54715,0
18232,41,81,37125,Rent,Medium,25157.85609,0
14305,39,89,36639,Own,Large,15837.81884,0
24431,49,73,38920,Rent,Large,37609.88757,0
26476,39,66,36630,Rent,Medium,34914.318530000004,0
6862,42,91,37391,Own,Large,15923.54801,0
27249,67,53,42058,Rent,Large,23656.13139,0
18403,28,40,33311,Own,Large,15213.55655,0
18827,63,72,41435,Rent,Large,11515.92873,0
4890,43,70,37621,Rent,Medium,39865.15558,1
13984,47,89,38493,Own,Medium,18749.72097,1
18931,77,45,43436,Own,Compact,25730.92102,0
4098,44,93,37851,Rent,Compact,13611.68361,0
24740,35,78,35541,Own,Compact,18884.5065,1
2944,40,58,36895,Own,Medium,23255.08292,0
16090,52,61,39499,Own,Large,33402.17852,0
26024,57,72,40430,Rent,Large,25862.04786,0
6517,48,73,38703,Rent,Compact,25815.75087,1
6507,57,74,40431,Own,Medium,39600.11835,0
9440,45,73,38058,Own,Medium,24664.63084,1
19389,42,66,37390,Own,Medium,15696.4909,0
13213,38,72,36375,Rent,Large,19594.36101,1
20626,46,78,38291,Rent,Medium,28791.17557,0
11845,60,74,40934,Own,Compact,29609.89113,0
18361,70,82,42487,Rent,Large,50117.23468,1
22305,41,85,37139,Rent,Medium,16555.44506,0
14961,49,77,38920,Rent,Medium,13270.50288,0
20144,42,71,37366,Rent,Large,20607.34871,0
11604,56,80,40267,Own,Compact,16318.37581,0
22569,61,93,41110,Rent,Compact,28241.307610000003,0
22194,20,81,29966,Rent,Medium,38711.90765,1
7589,78,66,43578,Rent,Large,24482.86589,0
8312,28,74,33292,Rent,Compact,24721.2076,1
18305,50,56,39119,Own,Compact,12716.61242,0
20517,31,65,34326,Own,Medium,37400.32171,0
9914,62,42,41260,Rent,Large,23342.25889,0
28598,54,66,39885,Own,Compact,18643.70488,1
19283,48,84,38713,Rent,Compact,12882.61212,0
14811,23,63,31363,Rent,Large,14890.85334,0
22735,43,48,37606,Own,Large,26385.58769,0
8836,25,91,32182,Own,Medium,30310.33774,0
28326,47,85,38496,Rent,Large,14933.576819999998,1
12982,40,85,36906,Own,Large,27685.103580000003,0
15371,81,75,43949,Own,Large,20174.30687,0
2189,39,90,36640,Own,Medium,36365.67479,0
1628,41,67,37115,Rent,Large,16821.37489,0
13809,39,85,36644,Rent,Medium,6736.435771,0
22986,77,44,43436,Own,Compact,35213.43647,0
30000,61,60,41126,Rent,Medium,19295.97048,0
10233,61,56,41094,Own,Large,9381.934914,0
27399,58,13,40614,Own,Compact,21683.23168,0
27735,44,83,37827,Own,Compact,10360.57504,1
29477,55,82,40071,Rent,Large,16053.88545,0
18249,47,80,38489,Rent,Compact,12679.549,0
4612,45,86,38068,Own,Medium,28329.544660000003,0
29678,41,82,37125,Own,Large,18981.44207,0
15130,60,70,40951,Own,Medium,26665.10775,0
1289,41,57,37131,Own,Compact,26845.74087,0
14808,36,90,35826,Own,Medium,11818.43306,0
29242,29,83,33669,Rent,Compact,23995.68103,1
28651,46,69,38288,Rent,Large,7997.206525,0
26715,56,49,40252,Rent,Large,15274.35194,1
13795,55,90,40072,Own,Large,16397.44689,0
9673,35,33,35555,Own,Medium,6790.782918999999,0
9205,34,76,35263,Rent,Large,11463.13625,0
6200,42,82,37359,Own,Medium,19376.43496,0
21828,46,92,38314,Rent,Large,43583.62365,0
16367,37,61,36108,Rent,Compact,11245.85969,0
1452,43,88,37595,Own,Large,11211.65477,0
10582,35,87,35550,Rent,Medium,8277.699799,0
27256,38,62,36371,Rent,Large,36115.30413,0
8108,36,85,35835,Rent,Large,18311.76401,0
22882,58,80,40610,Own,Compact,31866.05711,0
11911,28,89,33309,Own,Medium,11775.79754,1
7136,55,60,40073,Own,Compact,10663.10681,0
19665,42,66,37370,Own,Large,19297.09986,0
1603,62,76,41239,Own,Large,16615.15372,0
13027,30,87,34025,Rent,Medium,15523.45612,0
24568,39,64,36641,Own,Large,13206.55934,0
20942,37,84,36113,Rent,Large,38597.31342,0
20306,59,95,40775,Own,Large,16793.022259999998,0
7177,28,71,33315,Rent,Large,13358.93399,0
9917,42,59,37380,Own,Compact,12052.96933,1
25938,54,35,39884,Own,Compact,20553.27492,0
25690,39,70,36636,Rent,Compact,19477.37019,1
25930,54,64,39893,Own,Large,11855.18322,0
16694,30,59,34022,Rent,Large,30218.62289,0
2812,56,87,40243,Rent,Large,33864.11508,0
8148,35,95,35533,Own,Medium,35775.15134,0
24479,24,75,31789,Own,Compact,10524.44777,0
5988,46,71,38292,Own,Compact,27609.91505,0
882,41,87,37158,Own,Medium,53245.91742,0
8431,52,92,39522,Rent,Medium,45617.20661,0
3903,48,85,38717,Own,Compact,57687.55369,0
1660,30,69,34006,Rent,Large,45142.61457,0
24909,65,67,41742,Own,Compact,20138.97636,0
3127,27,82,32959,Rent,Compact,56737.75907000001,0
16282,47,78,38502,Rent,Compact,12412.89047,0
11068,39,65,36639,Own,Compact,21958.21753,1
4799,30,73,34019,Rent,Large,18662.03645,0
3370,50,62,39119,Own,Large,9640.241306,0
24504,39,89,36638,Own,Compact,17025.17624,0
14206,24,60,31782,Rent,Large,17868.08105,0
4221,57,91,40441,Rent,Medium,18506.93749,0
5122,42,81,37376,Rent,Medium,28764.51962,1
9547,54,60,39886,Own,Compact,60215.68879,0
7086,41,88,37136,Own,Compact,21158.68745,0
26871,50,79,39132,Own,Large,23830.18035,0
6716,45,96,38071,Rent,Medium,41380.77565,0
5082,31,67,34337,Own,Large,17082.15453,0
24352,30,55,34024,Own,Compact,10286.63011,0
18979,35,84,35542,Rent,Large,19968.104,1
12586,54,76,39890,Rent,Compact,43097.52403,0
12914,46,82,38301,Rent,Large,35066.33454,0
7378,24,86,31777,Rent,Compact,31822.88485,1
6691,30,36,34022,Rent,Large,31279.31152,0
9225,70,59,42488,Own,Compact,24847.03272,0
25427,49,88,38920,Rent,Large,37664.53522,0
19055,26,82,32586,Rent,Compact,15560.77766,0
9286,25,60,32183,Rent,Compact,59395.86083,0
935,43,49,37604,Rent,Large,12785.88308,1
7223,35,68,35543,Rent,Compact,6847.080048000001,0
22351,45,53,38054,Own,Compact,12773.86757,0
16577,28,74,33323,Rent,Compact,25105.17003,0
4908,49,83,38918,Own,Compact,19154.86155,0
10871,58,59,40593,Own,Medium,15137.9473,0
10659,45,90,38061,Own,Medium,20308.53237,0
11061,26,45,32576,Rent,Compact,12543.88365,0
2566,41,85,37125,Own,Compact,15735.349219999998,1
4456,48,87,38720,Own,Large,33579.76823,0
5796,52,64,39515,Rent,Large,11024.88282,0
1434,47,78,38482,Rent,Medium,4733.323564,0
29337,63,85,41430,Own,Compact,22489.49151,0
16585,49,87,38920,Own,Large,19440.72126,1
2881,40,78,36868,Rent,Medium,11748.94279,0
28559,32,78,34672,Rent,Large,13772.60534,1
1570,62,90,41278,Own,Large,28626.44093,0
8894,46,82,38279,Own,Compact,32189.46687,0
20027,53,75,39716,Rent,Medium,27996.450780000003,0
12198,36,45,35835,Own,Medium,11043.88431,0
1608,53,44,39698,Own,Large,44848.98296,0
14677,33,80,34981,Rent,Compact,26775.16484,0
2779,47,88,38505,Rent,Medium,18149.28443,0
20719,44,55,37838,Rent,Compact,15545.30452,1
29067,38,80,36394,Own,Large,42004.231510000005,0
25250,28,81,33329,Rent,Large,15407.102669999998,1
23164,75,55,43189,Own,Compact,27374.857180000003,1
6251,36,75,35839,Rent,Compact,26283.95782,0
18210,38,80,36370,Own,Large,58455.10902999999,0
25476,46,75,38294,Rent,Large,13224.90495,0
12498,48,78,38711,Own,Compact,24119.71541,0
7481,49,97,38913,Own,Medium,12183.20749,0
28552,53,75,39713,Rent,Large,9998.780336,0
21769,57,82,40443,Own,Large,27907.78254,0
4454,40,84,36884,Rent,Large,27804.42984,0
15648,66,82,41904,Own,Compact,14957.426919999998,0
22127,46,80,38303,Rent,Large,13237.20078,0
5556,63,72,41442,Own,Compact,21945.66215,0
2417,44,61,37852,Own,Medium,22216.90724,0
4824,50,72,39122,Rent,Compact,19688.60938,0
28701,27,75,32960,Own,Compact,20418.66167,0
17214,58,63,40599,Own,Medium,12223.71984,0
9202,42,67,37377,Own,Medium,22341.43438,0
5263,19,89,29451,Rent,Large,13123.97229,1
12693,74,76,43043,Rent,Large,31665.464860000004,0
19484,48,66,38732,Own,Large,20798.32513,0
2717,45,66,38066,Own,Medium,30037.09095,0
3522,67,74,42041,Rent,Medium,35198.90149,0
28888,55,83,40079,Own,Large,38993.82391,0
4008,41,80,37133,Rent,Compact,35839.48308,0
16275,40,51,36872,Own,Compact,16125.51346,0
5541,52,54,39517,Rent,Compact,27390.69669,1
27222,48,95,38708,Rent,Large,25289.5067,0
17942,20,62,29974,Rent,Compact,20867.88455,0
23520,47,78,38512,Rent,Compact,10420.55219,1
17597,54,46,39889,Own,Medium,9302.265261,0
23369,47,83,38509,Own,Medium,14318.877169999998,0
21891,33,47,34989,Own,Medium,35112.49968,0
25838,33,50,34962,Own,Medium,10589.08392,0
15464,40,66,36894,Rent,Medium,27096.217160000004,0
19622,43,86,37609,Rent,Medium,10529.78556,0
2485,48,79,38708,Own,Medium,11833.84558,0
8243,22,74,30929,Rent,Compact,22247.32568,0
21517,27,85,32954,Rent,Compact,53222.685,0
10585,38,63,36394,Own,Large,12205.57614,0
24229,33,86,34955,Own,Medium,39214.26469,0
8083,41,91,37133,Own,Compact,27285.18777,0
14635,24,68,31787,Rent,Large,24144.85831,1
4573,42,73,37376,Rent,Compact,31230.19008,0
10915,38,84,36389,Own,Compact,26679.71595,0
4589,55,78,40064,Own,Compact,21526.13771,0
10017,55,50,40091,Own,Compact,17559.83623,0
24126,65,86,41735,Own,Compact,31363.446,1
23936,41,44,37136,Own,Medium,22432.68036,0
26716,35,85,35551,Rent,Medium,24797.50117,0
19909,45,68,38066,Own,Medium,20088.84003,0
18706,44,77,37829,Rent,Compact,35510.86931,0
27493,33,91,34948,Own,Large,6443.909903,0
14742,43,73,37612,Rent,Medium,36033.323,0
4476,47,87,38522,Rent,Medium,15956.7923,0
25971,51,87,39309,Own,Compact,24479.41547,0
6301,70,84,42484,Own,Large,32405.34814,0
20086,36,71,35823,Own,Compact,18108.39334,0
22541,49,77,38918,Rent,Medium,9508.318209,0
18107,68,71,42172,Rent,Medium,14804.43126,0
23962,35,47,35563,Rent,Medium,31445.12494,0
5094,41,80,37142,Own,Compact,40304.10343,0
10046,34,92,35260,Rent,Medium,56802.663270000005,0
10716,36,96,35834,Own,Compact,4803.841496999999,0
19158,35,77,35559,Own,Large,39373.23377,0
19887,41,83,37125,Own,Medium,23264.57364,1
10024,40,87,36889,Rent,Large,18837.99011,0
12948,47,56,38501,Rent,Large,14942.2339,0
3162,30,71,33999,Rent,Large,56357.22565,0
12769,33,96,34968,Own,Large,25356.73982,1
19087,45,87,38059,Rent,Compact,19356.50783,0
16955,81,70,43929,Own,Medium,33234.41598,0
2996,48,92,38710,Rent,Large,19755.51984,0
25910,39,84,36657,Own,Medium,10793.61201,0
6258,41,79,37120,Own,Large,26434.0604,0
27577,48,92,38716,Rent,Medium,15322.97495,0
27353,43,81,37614,Own,Large,49678.87718,1
4635,36,77,35850,Own,Large,5379.24117,0
13480,59,90,40795,Own,Compact,32595.93419,0
24647,25,49,32172,Rent,Compact,15816.81299,0
18916,30,67,34015,Rent,Compact,28193.81435,0
27718,51,80,39332,Rent,Large,20834.4304,0
19103,46,86,38268,Own,Large,16484.38116,0
15114,33,73,34976,Rent,Compact,15128.49789,0
26801,48,73,38712,Own,Compact,12912.90411,0
21343,33,64,34973,Own,Medium,21539.76612,0
27042,43,72,37630,Rent,Medium,9665.466371,0
18762,38,55,36369,Own,Medium,23152.06587,1
9727,52,33,39523,Own,Large,28682.07657,0
17591,55,60,40065,Own,Large,20858.36061,0
22197,46,96,38271,Own,Large,16130.92953,0
26141,52,93,39504,Own,Large,29759.8854,0
19358,33,84,34963,Own,Compact,17712.54848,0
21157,49,59,38921,Rent,Compact,28074.58086,0
27505,35,73,35548,Own,Large,27749.0942,0
8799,36,59,35828,Own,Large,22678.07911,0
23281,39,70,36636,Own,Large,33497.96952,0
1615,27,8,32957,Rent,Large,15463.89529,1
29159,43,93,37627,Rent,Large,30771.47477,0
15211,41,54,37149,Own,Large,17506.800740000002,0
23905,51,74,39312,Rent,Large,18815.64242,0
21572,39,67,36639,Own,Medium,26449.88908,1
24127,34,85,35259,Rent,Medium,7571.685474,0
22318,44,88,37835,Rent,Medium,26068.58016,0
11955,45,68,38063,Own,Medium,21025.7122,1
23491,37,64,36116,Own,Compact,28247.47071,0
29283,28,72,33341,Rent,Compact,49807.11415,0
6553,46,91,38297,Rent,Compact,10248.89914,0
26685,36,71,35826,Own,Large,37273.66024,0
7897,65,85,41751,Own,Medium,23990.30491,0
17928,48,78,38689,Own,Large,11500.30088,0
7151,56,76,40267,Rent,Medium,17693.56848,0
27526,56,81,40253,Rent,Compact,14241.19635,1
29461,46,63,38299,Rent,Medium,14372.652730000002,0
2692,45,89,38064,Rent,Compact,9569.569733,0
12120,47,58,38491,Own,Large,22271.5391,0
28757,28,81,33318,Rent,Medium,28513.28003,0
13992,33,39,34958,Rent,Medium,56027.36762999999,0
12214,42,36,37372,Rent,Medium,17877.45622,1
10600,48,98,38728,Rent,Large,26195.22455,0
24235,54,59,39892,Own,Medium,11719.4928,0
12373,58,97,40622,Rent,Medium,19742.626330000003,0
6447,33,15,34961,Own,Large,46778.35819,0
9525,32,57,34660,Own,Compact,20405.29255,1
29761,41,68,37144,Rent,Large,45236.41845,0
5487,34,89,35255,Rent,Compact,27189.81885,0
20987,55,92,40072,Rent,Large,29439.48452,0
4942,70,58,42474,Rent,Large,13620.85684,0
16891,40,82,36875,Own,Large,8636.010140999999,0
5258,54,75,39896,Rent,Compact,10825.59724,0
392,45,71,38083,Own,Compact,8363.01158,0
26737,55,43,40087,Rent,Medium,19847.05146,0
2861,33,71,34974,Rent,Large,21794.45482,0
28014,42,85,37351,Own,Large,43380.14575,0
13745,37,44,36115,Own,Compact,17159.85279,1
25338,58,76,40606,Own,Compact,29073.29482,0
10454,39,49,36629,Own,Compact,16112.60747,0
22474,36,79,35826,Own,Compact,20731.7912,1
29506,54,45,39889,Rent,Large,16956.67382,0
7927,32,82,34664,Rent,Medium,16754.86055,0
11103,35,51,35555,Own,Large,27771.65446,0
9211,44,98,37844,Rent,Large,12215.10173,0
149,26,89,32578,Rent,Medium,94243.50725,0
23211,56,87,40233,Own,Medium,22795.29899,0
29772,27,78,32962,Rent,Compact,26286.08099,0
26217,38,60,36377,Own,Large,22513.98683,0
3574,26,83,32585,Rent,Compact,31951.55968,0
1598,50,11,39101,Rent,Large,45437.12365,1
17983,52,51,39510,Rent,Large,16885.397,0
8826,57,62,40412,Own,Medium,16779.21921,0
11135,38,40,36386,Rent,Large,9745.032854,0
21392,48,64,38690,Own,Medium,22141.36312,1
11451,26,67,32583,Rent,Medium,18372.62004,0
6166,25,88,32191,Rent,Medium,34770.80758,0
1967,33,83,34976,Own,Medium,5080.14043,0
15135,40,74,36881,Own,Large,21088.81832,0
26210,45,61,38090,Own,Compact,25415.78019,0
22796,47,92,38502,Own,Compact,10712.63805,0
12966,45,81,38067,Rent,Medium,30170.72217,1
27001,47,56,38502,Rent,Medium,6530.739343,0
26478,34,25,35260,Own,Large,15486.66579,0
24174,44,81,37833,Rent,Medium,19442.40392,0
18712,30,88,34008,Own,Large,21634.20542,0
19215,50,96,39135,Own,Large,18311.50957,0
2721,49,89,38912,Own,Large,27386.40262,0
8007,70,62,42494,Rent,Large,39969.6599,0
26439,45,97,38059,Rent,Medium,37575.56236,0
20884,63,76,41435,Own,Medium,16374.38445,0
23853,31,96,34338,Own,Large,42756.5284,0
27011,43,89,37617,Rent,Compact,15181.95074,0
22487,24,82,31781,Rent,Compact,9543.389584,0
21116,27,90,32970,Rent,Medium,9684.287263,0
15020,51,97,39327,Own,Compact,22210.37853,0
3946,43,55,37610,Own,Medium,32643.0971,0
15115,46,62,38281,Rent,Compact,13579.52325,1
10568,31,73,34322,Own,Compact,22348.53428,0
1109,48,82,38713,Rent,Compact,32789.92679,0
15032,38,76,36381,Own,Compact,32687.51678,1
13903,36,73,35832,Rent,Compact,15519.93899,0
460,23,71,31358,Rent,Medium,18155.23287,0
27668,30,69,34023,Own,Large,23427.89486,0
450,48,52,38710,Own,Compact,24924.8787,0
29574,33,44,34971,Rent,Large,7330.658507999999,0
17324,55,73,40049,Own,Medium,17740.19145,1
29781,44,88,37848,Rent,Medium,28531.26883,0
9668,37,95,36088,Own,Large,32283.85138,1
1340,52,58,39490,Rent,Compact,37946.61332,1
18369,33,91,34980,Rent,Large,14743.61767,0
16169,43,33,37620,Own,Large,8116.907619,1
18628,40,70,36891,Own,Large,43750.62395,0
24317,47,60,38501,Own,Medium,18765.48177,1
15608,51,71,-1,Own,Compact,17089.16565,0
19948,46,74,38276,Own,Large,10921.47776,0
27145,48,70,38706,Own,Large,28819.06045,0
9495,83,69,44174,Rent,Medium,25073.5453,0
20513,35,94,35544,Own,Medium,21891.29497,0
8458,58,82,40611,Rent,Medium,25841.16374,0
16081,48,56,38702,Rent,Compact,16003.67006,0
12480,23,58,31358,Rent,Large,26658.64626,0
14081,25,86,32203,Rent,Large,6150.696917,0
18280,27,77,32949,Own,Compact,28144.57585,0
10727,26,87,32599,Rent,Medium,33474.0316,0
24299,62,74,41278,Own,Compact,7494.249225,0
6241,55,80,40072,Own,Medium,14903.11258,0
27658,31,81,34333,Rent,Large,10976.18928,0
20054,54,90,39889,Own,Medium,21672.02555,0
